initial_date,final_date,initial_time,final_time,sample_location,bottle_id,replicate,depth,depth_m,treatment,initial_do_mg_l,final_do_mg_l,do_difference_mg_l,notes
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,28,a,middle,1.6,dark,9.35,9.17,-0.18,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,17,a,bottom,3.2,light,9.28,9.53,0.25,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,55,a,bottom,3.2,dark,9.25,9.16,-0.09,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,15,b,surface,0.3,light,9.31,9.64,0.33,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,13,b,surface,0.3,dark,9.27,9.24,-0.03,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,24,b,middle,1.6,light,9.33,9.58,0.25,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,56,b,middle,1.6,dark,9.33,9.23,-0.1,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,1,b,bottom,3.2,light,9.15,9.35,0.2,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,22,b,bottom,3.2,dark,9.26,9.09,-0.17,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,16,c,surface,0.3,light,9.31,9.67,0.36,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,54,c,surface,0.3,dark,9.25,9.36,0.11,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,2,c,middle,1.6,light,9.28,9.38,0.1,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,59,c,middle,1.6,dark,9.27,9.13,-0.14,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,10,c,bottom,3.2,light,9.24,9.26,0.02,
2022-10-19,2022-10-19,12:09,19:10,SMCM_dock,57,c,bottom,3.2,dark,9.22,9.08,-0.14,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,8,a,surface,0.3,light,7.85,8.12,0.27,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,58,a,surface,0.3,dark,7.88,7.75,-0.13,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,2,a,middle,1.7,light,7.73,7.88,0.15,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,55,a,middle,1.7,dark,7.76,7.75,-0.01,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,1,a,bottom,3.4,light,7.26,7.38,0.12,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,54,a,bottom,3.4,dark,7.23,7.20,-0.03,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,17,b,surface,0.3,light,7.87,8.01,0.14,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,59,b,surface,0.3,dark,7.81,7.77,-0.04,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,15,b,middle,1.7,light,7.72,7.80,0.08,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,28,b,middle,1.7,dark,7.72,7.64,-0.08,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,18,b,bottom,3.4,light,7.25,7.43,0.18,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,13,b,bottom,3.4,dark,7.39,7.35,-0.04,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,24,c,surface,0.3,light,7.84,8.23,0.39,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,56,c,surface,0.3,dark,7.84,7.81,-0.03,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,10,c,middle,1.7,light,7.80,8.05,0.25,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,22,c,middle,1.7,dark,7.77,7.74,-0.03,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,16,c,bottom,3.4,light,7.32,7.45,0.13,
2022-10-28,2022-10-28,12:20,17:40,SMCM_dock,57,c,bottom,3.4,dark,7.29,7.22,-0.07,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,17,a,surface,0.3,light,8.85,9.05,0.2,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,58,a,surface,0.3,dark,8.89,8.77,-0.12,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,2,a,middle,2.0,light,8.98,9.23,0.25,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,13,a,middle,2.0,dark,9.00,8.91,-0.09,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,15,a,bottom,4.0,light,8.58,8.68,0.10,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,57,a,bottom,4.0,dark,8.54,8.50,-0.04,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,16,b,surface,0.3,light,8.89,9.01,0.12,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,54,b,surface,0.3,dark,8.99,8.91,-0.08,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,18,b,middle,2.0,light,8.97,9.21,0.24,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,22,b,middle,2.0,dark,8.97,8.93,-0.04,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,8,b,bottom,4.0,light,8.58,8.70,0.12,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,56,b,bottom,4.0,dark,8.55,8.44,-0.11,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,1,c,surface,0.3,light,8.90,9.17,0.27,
2022-11-04,2022-11-04,12:51,18:00,SMCM_dock,59,c,surface,0.3,dark,8.89,8.84,-0.05,
2022-11-04,2022-11-05,10:50,18:00,SMCM_dock,24,c,middle,2.0,light,8.89,8.36,-0.53,
2022-11-04,2022-11-05,10:50,18:00,SMCM_dock,55,c,middle,2.0,dark,8.88,8.73,-0.15,
2022-11-04,2022-11-05,10:50,18:00,SMCM_dock,10,c,bottom,4.0,light,8.53,7.97,-0.56,
2022-11-04,2022-11-05,10:50,18:00,SMCM_dock,28,c,bottom,4.0,dark,8.52,8.17,-0.35,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,10,a,surface,0.3,light,9.83,9.94,0.11,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,56,a,surface,0.3,dark,9.88,9.84,-0.04,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,8,a,middle,1.0,light,9.74,9.83,0.09,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,28,a,middle,1.0,dark,9.74,9.85,0.11,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,18,a,bottom,2.0,light,9.93,10.07,0.14,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,22,a,bottom,2.0,dark,9.95,9.94,-0.01,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,1,b,surface,0.3,light,9.86,10.05,0.19,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,55,b,surface,0.3,dark,9.84,9.90,0.06,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,16,b,middle,1.0,light,9.73,9.84,0.11,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,58,b,middle,1.0,dark,9.78,9.72,-0.06,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,2,b,bottom,2.0,light,9.93,9.99,0.06,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,54,b,bottom,2.0,dark,9.92,9.92,0,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,24,c,surface,0.3,light,9.87,10.02,0.15,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,59,c,surface,0.3,dark,9.86,9.85,-0.01,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,17,c,middle,1.0,light,9.69,9.87,0.18,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,13,c,middle,1.0,dark,9.7,9.70,0.00,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,15,c,bottom,2.0,light,9.92,10.03,0.11,
2022-11-11,2022-11-11,12:45,17:15,SMCM_dock,57,c,bottom,2.0,dark,9.88,9.06,-0.82,
